name,description,turbulence_category,designator,manufacturer,type,engine_count,engine_type
AS-332L Super Puma,H2T,M,AS32,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
AS-332L Tiger,H2T,M,AS32,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
AS-332M1 Super Puma,H2T,M,AS32,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
AS-332M Super Puma,H2T,M,AS32,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
AS-350 AStar,H1T,L,AS50,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
AS-350 Ecureuil,H1T,L,AS50,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
AS-350 SuperStar,H1T,L,AS50,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
AS-355 Ecureuil 2,H2T,L,AS55,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
AS-355 TwinStar,H2T,L,AS55,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
AS-365 Dauphin 2,H2T,L,AS65,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
AS-366 Dolphin,H2T,L,AS65,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
AS-532A2 Cougar Mk2,H2T,M,AS3B,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
AS-532SC Cougar,H2T,M,AS32,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
AS-532U2 Cougar Mk2,H2T,M,AS3B,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
AS-532UC Cougar,H2T,M,AS32,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
AS-532UL Cougar,H2T,M,AS32,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
AS-550 Fennec,H1T,L,AS50,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
AS-555 Fennec,H2T,L,AS55,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
AS-565 Panther,H2T,L,AS65,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
AStar,H1T,L,AS50,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
CH-33 Puma,H2T,L,PUMA,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
CM-170R Magister,L2J,L,FOUG,AEROSPATIALE,LandPlane,2,Jet
Corvette,L2J,L,S601,AEROSPATIALE,LandPlane,2,Jet
Cougar,H2T,M,AS32,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
Cougar Mk2,H2T,M,AS3B,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
Dauphin,H1T,L,S360,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
"Dauphin 2 (AS-365, SA-365F/N)",H2T,L,AS65,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
Dauphin 2 (SA-365C),H2T,L,S65C,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
Dolphin,H2T,L,AS65,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
Ecureuil,H1T,L,AS50,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
Ecureuil 2,H2T,L,AS55,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
Epsilon,L1P,L,TB30,AEROSPATIALE,LandPlane,1,Piston
Fennec (AS-550),H1T,L,AS50,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
Fennec (AS-555),H2T,L,AS55,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
Frégate,L2T,M,N262,AEROSPATIALE,LandPlane,2,Turboprop/Turboshaft
Gazelle,H1T,L,GAZL,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
HH-65 Dolphin,H2T,L,AS65,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
Hkp10 Super Puma,H2T,M,AS32,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
Lama,H1T,L,LAMA,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
Magister,L2J,L,FOUG,AEROSPATIALE,LandPlane,2,Jet
Mohawk 298,L2T,M,N262,AEROSPATIALE,LandPlane,2,Turboprop/Turboshaft
N-262,L2T,M,N262,AEROSPATIALE,LandPlane,2,Turboprop/Turboshaft
N-262 Frégate,L2T,M,N262,AEROSPATIALE,LandPlane,2,Turboprop/Turboshaft
Panther,H2T,L,AS65,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
Puma,H2T,L,PUMA,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
SA-315 Lama,H1T,L,LAMA,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
SA-316 Alouette 3,H1T,L,ALO3,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
SA-318 Alouette 2,H1T,L,ALO2,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
SA-319 Alouette 3,H1T,L,ALO3,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
SA-321 Super Frelon,H3T,M,FREL,AEROSPATIALE,Helicopter,3,Turboprop/Turboshaft
SA-330 Puma,H2T,L,PUMA,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
SA-341 Gazelle,H1T,L,GAZL,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
SA-342 Gazelle,H1T,L,GAZL,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
SA-360 Dauphin,H1T,L,S360,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
SA-361 Dauphin,H1T,L,S360,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
SA-365C Dauphin 2,H2T,L,S65C,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
SA-365F Dauphin 2,H2T,L,AS65,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
SA-365K Panther,H2T,L,AS65,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
SA-365M Panther,H2T,L,AS65,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
SA-365N Dauphin 2,H2T,L,AS65,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
SA-366 Dolphin,H2T,L,AS65,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
SN-601 Corvette,L2J,L,S601,AEROSPATIALE,LandPlane,2,Jet
Super Frelon,H3T,M,FREL,AEROSPATIALE,Helicopter,3,Turboprop/Turboshaft
Super Puma,H2T,M,AS32,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
Super Puma Mk2,H2T,M,AS3B,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
SuperStar,H1T,L,AS50,AEROSPATIALE,Helicopter,1,Turboprop/Turboshaft
TB-30 Epsilon,L1P,L,TB30,AEROSPATIALE,LandPlane,1,Piston
Tiger,H2T,M,AS32,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
TwinStar,H2T,L,AS55,AEROSPATIALE,Helicopter,2,Turboprop/Turboshaft
Dynamic,L1P,L,WT9,AEROSPOOL,LandPlane,1,Piston
WT-9 Dynamic,L1P,L,WT9,AEROSPOOL,LandPlane,1,Piston
WT-10 Advantic,L1P,L,WT10,AEROSPOOL,LandPlane,1,Piston
Advantic,L1P,L,WT10,AEROSPOOL,LandPlane,1,Piston
Quail,L1P,L,QAIL,AEROSPORT,LandPlane,1,Piston
Rail,L1P,L,RAIL,AEROSPORT,LandPlane,1,Piston
Scamp,L1P,L,SCAM,AEROSPORT,LandPlane,1,Piston
Woody Pusher,L1P,L,WOPU,AEROSPORT,LandPlane,1,Piston
90,L1P,L,M10,AEROSTAR (1),LandPlane,1,Piston
200,L1P,L,M20P,AEROSTAR (1),LandPlane,1,Piston
201,L1P,L,M20P,AEROSTAR (1),LandPlane,1,Piston
202,L1P,L,M20P,AEROSTAR (1),LandPlane,1,Piston
220,L1P,L,M20P,AEROSTAR (1),LandPlane,1,Piston
600,L2P,L,AEST,AEROSTAR (1),LandPlane,2,Piston
601,L2P,L,AEST,AEROSTAR (1),LandPlane,2,Piston
FJ-100,L2J,L,FJ10,AEROSTAR (1),LandPlane,2,Jet
01 Festival,L1P,L,FEST,AEROSTAR (2),LandPlane,1,Piston
Festival,L1P,L,FEST,AEROSTAR (2),LandPlane,1,Piston
Iak-52,L1P,L,YK52,AEROSTAR (2),LandPlane,1,Piston
Lancer,L1J,M,MG21,AEROSTAR (2),LandPlane,1,Jet
MiG-21 Lancer,L1J,M,MG21,AEROSTAR (2),LandPlane,1,Jet
Wild Thing,L1P,L,WILT,AEROSTAR (2),LandPlane,1,Piston
WT-01 Wild Thing,L1P,L,WILT,AEROSTAR (2),LandPlane,1,Piston
WT-02 Wild Thing,L1P,L,WILT,AEROSTAR (2),LandPlane,1,Piston
Yak-52,L1P,L,YK52,AEROSTAR (2),LandPlane,1,Piston
Yak-54,L1P,L,YK52,AEROSTAR (2),LandPlane,1,Piston
R40S Festival,L1P,L,FEST,AEROSTAR (2),LandPlane,1,Piston
RF-10,L1P,L,RF10,AEROSTRUCTURE,LandPlane,1,Piston
Breezer,L1P,L,BREZ,AEROSTYLE,LandPlane,1,Piston
A-122 Uirapuru,L1P,L,A122,AEROTEC (1),LandPlane,1,Piston
T-23 Uirapuru,L1P,L,A122,AEROTEC (1),LandPlane,1,Piston
Uirapuru,L1P,L,A122,AEROTEC (1),LandPlane,1,Piston
Amigo,L1P,L,MX65,AEROTEC (2),LandPlane,1,Piston
Aventura,L1P,L,MX10,AEROTEC (2),LandPlane,1,Piston
Fantasy,L1P,L,MX80,AEROTEC (2),LandPlane,1,Piston
MXP-100 Aventura,L1P,L,MX10,AEROTEC (2),LandPlane,1,Piston
MXP-650 Amigo,L1P,L,MX65,AEROTEC (2),LandPlane,1,Piston
MXP-740 Savannah,L1P,L,SVNH,AEROTEC (2),LandPlane,1,Piston
MXP-800 Fantasy,L1P,L,MX80,AEROTEC (2),LandPlane,1,Piston
Savannah,L1P,L,SVNH,AEROTEC (2),LandPlane,1,Piston
SF-260F,L1P,L,F260,AEROTECH,LandPlane,1,Piston
F-260F,L1P,L,F260,AEROTECH,LandPlane,1,Piston
Koala,L1P,L,P220,AEROTECHNIK,LandPlane,1,Piston
L-13S Super Vivat,L1P,L,L13S,AEROTECHNIK,LandPlane,1,Piston
L-13S Vivat,L1P,L,L13S,AEROTECHNIK,LandPlane,1,Piston
P-220 Koala,L1P,L,P220,AEROTECHNIK,LandPlane,1,Piston
Super Vivat,L1P,L,L13S,AEROTECHNIK,LandPlane,1,Piston
Vivat,L1P,L,L13S,AEROTECHNIK,LandPlane,1,Piston
Pitts S-1 Special,L1P,L,PTS1,AEROTEK (1),LandPlane,1,Piston
Pitts S-2 Special,L1P,L,PTS2,AEROTEK (1),LandPlane,1,Piston
Hummingbird,L1P,L,HUMM,AEROTEK (2),LandPlane,1,Piston
Turbo Grizzly,L1T,L,GRIZ,AEROTEK (3),LandPlane,1,Turboprop/Turboshaft
A-220,L1P,L,EFOX,AEROTREK,LandPlane,1,Piston
A-240,L1P,L,EFOX,AEROTREK,LandPlane,1,Piston
L-6,A2P,L,L6,AEROVOLGA,Amphibian,2,Piston
LA-8 Flagman,A2P,L,LA8,AEROVOLGA,Amphibian,2,Piston
Flagman,A2P,L,LA8,AEROVOLGA,Amphibian,2,Piston
Airtourer,L1P,L,TOUR,AESL,LandPlane,1,Piston
Airtrainer,L1P,L,CT4,AESL,LandPlane,1,Piston
CT-4 Airtrainer,L1P,L,CT4,AESL,LandPlane,1,Piston
Falcon,L1P,L,OSCR,AFIC,LandPlane,1,Piston
RSA-200 Falcon,L1P,L,OSCR,AFIC,LandPlane,1,Piston
G-164 Super Turbine,L1T,L,G64T,AG-CAT,LandPlane,1,Turboprop/Turboshaft
Super Turbine,L1T,L,G64T,AG-CAT,LandPlane,1,Turboprop/Turboshaft
Amigo,L1P,L,MX65,AGRO-COPTEROS,LandPlane,1,Piston
Aventura,L1P,L,MX10,AGRO-COPTEROS,LandPlane,1,Piston
MXP-100 Aventura,L1P,L,MX10,AGRO-COPTEROS,LandPlane,1,Piston
MXP-650 Amigo,L1P,L,MX65,AGRO-COPTEROS,LandPlane,1,Piston
MXP-740 Savannah,L1P,L,SVNH,AGRO-COPTEROS,LandPlane,1,Piston
Savannah,L1P,L,SVNH,AGRO-COPTEROS,LandPlane,1,Piston
Scamp,L1P,L,SCAM,AGRO-COPTEROS,LandPlane,1,Piston
Mrówka,L1P,L,PZ26,AGROLOT,LandPlane,1,Piston
PZL-126 Mrówka,L1P,L,PZ26,AGROLOT,LandPlane,1,Piston
A-109,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
A-109 Grand,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
A-109 Power,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
A-119 Koala,H1T,L,A119,AGUSTA,Helicopter,1,Turboprop/Turboshaft
A-129 Mangusta,H2T,L,A129,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AB-47G,H1P,L,B47G,AGUSTA,Helicopter,1,Piston
AB-47J,H1P,L,B47J,AGUSTA,Helicopter,1,Piston
AB-204,H1T,L,UH1,AGUSTA,Helicopter,1,Turboprop/Turboshaft
AB-205,H1T,L,UH1,AGUSTA,Helicopter,1,Turboprop/Turboshaft
AB-206 JetRanger,H1T,L,B06,AGUSTA,Helicopter,1,Turboprop/Turboshaft
AB-206 LongRanger,H1T,L,B06,AGUSTA,Helicopter,1,Turboprop/Turboshaft
AB-212,H2T,L,B212,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AB-412,H2T,L,B412,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AB-412 Griffon,H2T,L,B412,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AS-61A,H2T,M,S61,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AS-61N,H2T,M,S61,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AS-61R,H2T,M,S61R,AGUSTA,Helicopter,2,Turboprop/Turboshaft
ASH-61,H2T,M,S61,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AW-119 Koala,H1T,L,A119,AGUSTA,Helicopter,1,Turboprop/Turboshaft
AW-139,H2T,L,A139,AGUSTA,Helicopter,2,Turboprop/Turboshaft
Grand,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
Griffon,H2T,L,B412,AGUSTA,Helicopter,2,Turboprop/Turboshaft
GrandNew,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AW-109 Da Vinci,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
Da Vinci,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
HH-3,H2T,M,S61R,AGUSTA,Helicopter,2,Turboprop/Turboshaft
Hkp3,H1T,L,UH1,AGUSTA,Helicopter,1,Turboprop/Turboshaft
Hkp6 JetRanger,H1T,L,B06,AGUSTA,Helicopter,1,Turboprop/Turboshaft
Hkp11,H2T,L,B412,AGUSTA,Helicopter,2,Turboprop/Turboshaft
Hkp15,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
JetRanger,H1T,L,B06,AGUSTA,Helicopter,1,Turboprop/Turboshaft
Koala,H1T,L,A119,AGUSTA,Helicopter,1,Turboprop/Turboshaft
LongRanger,H1T,L,B06,AGUSTA,Helicopter,1,Turboprop/Turboshaft
Mangusta,H2T,L,A129,AGUSTA,Helicopter,2,Turboprop/Turboshaft
MH-68 Stingray,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
NH-500,H1T,L,H500,AGUSTA,Helicopter,1,Turboprop/Turboshaft
Power,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
SH-3,H2T,M,S61,AGUSTA,Helicopter,2,Turboprop/Turboshaft
Stingray,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AW-109,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AW-109 GrandNew,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AW-109 Power,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AW-109 Grand,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
Nexus,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
A-109 Nexus,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AW-109 Nexus,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AW-149,H2T,M,A149,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AW-129,H2T,L,A129,AGUSTA,Helicopter,2,Turboprop/Turboshaft
T-129,H2T,L,A129,AGUSTA,Helicopter,2,Turboprop/Turboshaft
UH-139,H2T,L,A139,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AW-109 Trekker,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
Trekker,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
ESC-2,H2T,L,A109,AGUSTA,Helicopter,2,Turboprop/Turboshaft
AW-109,H2T,L,A109,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
AW-109 Grand,H2T,L,A109,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
Grand,H2T,L,A109,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
EH-101 Merlin,H3T,M,EH10,AGUSTAWESTLAND,Helicopter,3,Turboprop/Turboshaft
SH-101,H3T,M,EH10,AGUSTAWESTLAND,Helicopter,3,Turboprop/Turboshaft
UH-101,H3T,M,EH10,AGUSTAWESTLAND,Helicopter,3,Turboprop/Turboshaft
HH-101 Caesar,H3T,M,EH10,AGUSTAWESTLAND,Helicopter,3,Turboprop/Turboshaft
Caesar,H3T,M,EH10,AGUSTAWESTLAND,Helicopter,3,Turboprop/Turboshaft
WG-13 Super Lynx,H2T,L,LYNX,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
Super Lynx,H2T,L,LYNX,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
AW-159 Wildcat,H2T,L,LYNX,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
Wildcat,H2T,L,LYNX,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
HH-139,H2T,L,A139,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
VH-139,H2T,L,A139,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
UH-139,H2T,L,A139,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
MCH-101,H3T,M,EH10,AGUSTAWESTLAND,Helicopter,3,Turboprop/Turboshaft
AW-101  Merlin Joint Supporter,H3T,M,EH10,AGUSTAWESTLAND,Helicopter,3,Turboprop/Turboshaft
AW-101,H3T,M,EH10,AGUSTAWESTLAND,Helicopter,3,Turboprop/Turboshaft
EH-101,H3T,M,EH10,AGUSTAWESTLAND,Helicopter,3,Turboprop/Turboshaft
EH-101 Merlin Joint Supporter,H3T,M,EH10,AGUSTAWESTLAND,Helicopter,3,Turboprop/Turboshaft
Merlin Joint Supporter,H3T,M,EH10,AGUSTAWESTLAND,Helicopter,3,Turboprop/Turboshaft
AW-109 Power,H2T,L,A109,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
Power,H2T,L,A109,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
AW-109 GrandNew,H2T,L,A109,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
GrandNew,H2T,L,A109,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
AW-119 Koala,H1T,L,A119,AGUSTAWESTLAND,Helicopter,1,Turboprop/Turboshaft
Koala,H1T,L,A119,AGUSTAWESTLAND,Helicopter,1,Turboprop/Turboshaft
AW-129,H2T,L,A129,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
AW-139,H2T,L,A139,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
AW-149,H2T,M,A149,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
AW-169,H2T,L,A169,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
AW-189,H2T,M,A189,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
AW-609,T2T,M,B609,AGUSTAWESTLAND,Tiltrotor,2,Turboprop/Turboshaft
Merlin,H3T,M,EH10,AGUSTAWESTLAND,Helicopter,3,Turboprop/Turboshaft
ICH-47 Chinook,H2T,M,H47,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
Chinook,H2T,M,H47,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
AW-159 Lynx Wildcat,H2T,L,LYNX,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
Lynx Wildcat,H2T,L,LYNX,AGUSTAWESTLAND,Helicopter,2,Turboprop/Turboshaft
Avroliner (RJ-70),L4J,M,RJ70,AI(R),LandPlane,4,Jet
Avroliner (RJ-85),L4J,M,RJ85,AI(R),LandPlane,4,Jet
Avroliner (RJ-100),L4J,M,RJ1H,AI(R),LandPlane,4,Jet
BAe-4100 Jetstream 41,L2T,M,JS41,AI(R),LandPlane,2,Turboprop/Turboshaft
Jetstream 41,L2T,M,JS41,AI(R),LandPlane,2,Turboprop/Turboshaft
RJ-70 Avroliner,L4J,M,RJ70,AI(R),LandPlane,4,Jet
RJ-85 Avroliner,L4J,M,RJ85,AI(R),LandPlane,4,Jet
RJ-100 Avroliner,L4J,M,RJ1H,AI(R),LandPlane,4,Jet
SV-4,L1P,L,SV4,AIAA,LandPlane,1,Piston
Aerostar,L2P,L,AEST,AICSA,LandPlane,2,Piston
An-2,L1P,L,AN2,AICSA,LandPlane,1,Piston
Archer 2,L1P,L,P28A,AICSA,LandPlane,1,Piston
Cherokee (PA-28-140/180),L1P,L,P28A,AICSA,LandPlane,1,Piston
Cherokee (PA-28-235),L1P,L,P28B,AICSA,LandPlane,1,Piston
Cherokee Archer,L1P,L,P28A,AICSA,LandPlane,1,Piston
Cherokee Archer 2,L1P,L,P28A,AICSA,LandPlane,1,Piston
Cherokee Arrow,L1P,L,P28R,AICSA,LandPlane,1,Piston
Cherokee Arrow 2,L1P,L,P28R,AICSA,LandPlane,1,Piston
Cherokee Charger,L1P,L,P28B,AICSA,LandPlane,1,Piston
Cherokee Cruiser,L1P,L,P28A,AICSA,LandPlane,1,Piston
Cherokee Pathfinder,L1P,L,P28B,AICSA,LandPlane,1,Piston
Cherokee Six,L1P,L,PA32,AICSA,LandPlane,1,Piston
Cherokee Warrior 2,L1P,L,P28A,AICSA,LandPlane,1,Piston
Cheyenne 2,L2T,L,PAY2,AICSA,LandPlane,2,Turboprop/Turboshaft
Cheyenne 2XL,L2T,L,PAY2,AICSA,LandPlane,2,Turboprop/Turboshaft
Cheyenne 3,L2T,L,PAY3,AICSA,LandPlane,2,Turboprop/Turboshaft
Chieftain,L2P,L,PA31,AICSA,LandPlane,2,Piston
Dakota,L1P,L,P28B,AICSA,LandPlane,1,Piston
Lance,L1P,L,P32R,AICSA,LandPlane,1,Piston
Navajo,L2P,L,PA31,AICSA,LandPlane,2,Piston
Navajo Chieftain,L2P,L,PA31,AICSA,LandPlane,2,Piston
Navajo CR,L2P,L,PA31,AICSA,LandPlane,2,Piston
PA-28-140 Cherokee,L1P,L,P28A,AICSA,LandPlane,1,Piston
PA-28-140 Cherokee Cruiser,L1P,L,P28A,AICSA,LandPlane,1,Piston
PA-28-161 Cherokee Warrior 2,L1P,L,P28A,AICSA,LandPlane,1,Piston
PA-28-161 Warrior 2,L1P,L,P28A,AICSA,LandPlane,1,Piston
PA-28-180 Cherokee,L1P,L,P28A,AICSA,LandPlane,1,Piston
PA-28-180 Cherokee Archer,L1P,L,P28A,AICSA,LandPlane,1,Piston
PA-28-181 Archer 2,L1P,L,P28A,AICSA,LandPlane,1,Piston
PA-28-181 Cherokee Archer 2,L1P,L,P28A,AICSA,LandPlane,1,Piston
PA-28-201T Turbo Dakota,L1P,L,P28B,AICSA,LandPlane,1,Piston
PA-28-235 Cherokee,L1P,L,P28B,AICSA,LandPlane,1,Piston
PA-28-235 Cherokee Charger,L1P,L,P28B,AICSA,LandPlane,1,Piston
PA-28-235 Cherokee Pathfinder,L1P,L,P28B,AICSA,LandPlane,1,Piston
PA-28-236 Dakota,L1P,L,P28B,AICSA,LandPlane,1,Piston
PA-28R-180 Cherokee Arrow,L1P,L,P28R,AICSA,LandPlane,1,Piston
PA-28R-200 Cherokee Arrow 2,L1P,L,P28R,AICSA,LandPlane,1,Piston
PA-30 Twin Comanche,L2P,L,PA30,AICSA,LandPlane,2,Piston
PA-31-310 Navajo,L2P,L,PA31,AICSA,LandPlane,2,Piston
PA-31-325 Navajo CR,L2P,L,PA31,AICSA,LandPlane,2,Piston
PA-31-350 Chieftain,L2P,L,PA31,AICSA,LandPlane,2,Piston
PA-31-350 Navajo Chieftain,L2P,L,PA31,AICSA,LandPlane,2,Piston
PA-31T2-620 Cheyenne 2XL,L2T,L,PAY2,AICSA,LandPlane,2,Turboprop/Turboshaft
PA-31T-620 Cheyenne 2,L2T,L,PAY2,AICSA,LandPlane,2,Turboprop/Turboshaft
PA-32 Cherokee Six,L1P,L,PA32,AICSA,LandPlane,1,Piston
PA-32 Saratoga,L1P,L,PA32,AICSA,LandPlane,1,Piston
PA-32 Six,L1P,L,PA32,AICSA,LandPlane,1,Piston
PA-32 Turbo Saratoga,L1P,L,PA32,AICSA,LandPlane,1,Piston
PA-32R-300 Lance,L1P,L,P32R,AICSA,LandPlane,1,Piston
PA-32R-301T Turbo Saratoga SP,L1P,L,P32R,AICSA,LandPlane,1,Piston
PA-32RT Turbo Lance 2,L1P,L,P32T,AICSA,LandPlane,1,Piston
PA-34 Seneca,L2P,L,PA34,AICSA,LandPlane,2,Piston
PA-36 Pawnee Brave,L1P,L,PA36,AICSA,LandPlane,1,Piston
PA-38 Tomahawk,L1P,L,PA38,AICSA,LandPlane,1,Piston
PA-42-720 Cheyenne 3,L2T,L,PAY3,AICSA,LandPlane,2,Turboprop/Turboshaft
PA-44 Seminole,L2P,L,PA44,AICSA,LandPlane,2,Piston
Pawnee Brave,L1P,L,PA36,AICSA,LandPlane,1,Piston
Saratoga,L1P,L,PA32,AICSA,LandPlane,1,Piston
Seminole,L2P,L,PA44,AICSA,LandPlane,2,Piston
Seneca,L2P,L,PA34,AICSA,LandPlane,2,Piston
Six,L1P,L,PA32,AICSA,LandPlane,1,Piston
Tomahawk,L1P,L,PA38,AICSA,LandPlane,1,Piston
Turbo Dakota,L1P,L,P28B,AICSA,LandPlane,1,Piston
Turbo Saratoga,L1P,L,PA32,AICSA,LandPlane,1,Piston
Turbo Saratoga SP,L1P,L,P32R,AICSA,LandPlane,1,Piston
Twin Comanche,L2P,L,PA30,AICSA,LandPlane,2,Piston
Warrior 2,L1P,L,P28A,AICSA,LandPlane,1,Piston
PA-28R-201T Turbo Cherokee Arrow 3,L1P,L,P28S,AICSA,LandPlane,1,Piston
Turbo Lance 2,L1P,L,P32T,AICSA,LandPlane,1,Piston
PA-28RT-201T Turbo Arrow 4,L1P,L,P28U,AICSA,LandPlane,1,Piston
Turbo Arrow 4,L1P,L,P28U,AICSA,LandPlane,1,Piston
PA-28R-201T Turbo Arrow 3,L1P,L,P28S,AICSA,LandPlane,1,Piston
Turbo Cherokee Arrow 3,L1P,L,P28S,AICSA,LandPlane,1,Piston
Turbo Arrow 3,L1P,L,P28S,AICSA,LandPlane,1,Piston
A-CH-1 Chung-Tsing,L1T,L,CH1,AIDC,LandPlane,1,Turboprop/Turboshaft
AT-3 Tzu-Chung,L2J,M,AT3,AIDC,LandPlane,2,Jet
